employee_id,join_date,department,designation,age,salary_inr,performance_score,phone,is_active,manager_id
EMP00746,2026-04-23,Sales,SDR,38,3701621.0,4.377890980484486,+91-8992162276,False,EMP00010
EMP01236,2025-02-26,Engineering,SDE I,39,3754911.0,2.9432583029338053,+91-8375325337,True,EMP00147
EMP00193,2025-03-10,Engineering,Staff SDE,53,4963069.0,3.472643113882096,+91-8885134372,True,EMP00038
EMP00528,2019-05-11,Finance,Manager,55,1322600.0,4.988582475028759,+91-9925476493,True,EMP00144
EMP00064,2024-05-04,Sales,Account Executive,52,4578713.0,2.7174701016169505,+91-8105686956,True,EMP00072
EMP01383,2021-12-12,HR,HR Manager,42,1349739.0,,+91-7590966195,True,EMP00056
EMP00919,2018-01-30,Finance,Senior Analyst,46,1207169.0,4.1842861271410685,+91-7232144390,True,EMP00117
EMP01247,2021-12-03,Sales,Sales Manager,49,527771.0,,+91-9855764661,True,EMP00195
EMP00651,2019-10-05,Sales,Sales Manager,22,1247520.0,3.407078201278786,+91-8247646874,True,EMP00113
EMP00922,2023-08-15,Engineering,Senior SDE,25,4974364.0,3.2248885610581235,+91-9390782011,True,EMP00191
EMP00819,2021-02-04,Marketing,Campaign Manager,47,1623606.0,,57132511,True,EMP00024
EMP00290,2024-05-19,Engineering,SDE I,26,4017475.0,4.086940414406876,+91-8003533248,True,EMP00008
EMP00603,2023-11-17,Marketing,Marketing Analyst,36,4904330.0,2.5677730969562025,+91-9946533691,True,EMP00013
EMP00219,2019-12-25,Engineering,Senior SDE,54,2749674.0,2.6832749006919423,+91-8057508269,True,EMP00075
EMP01113,2020-01-23,HR,VP HR,27,2416508.0,4.413806406882548,+91-8530946144,True,EMP00148
EMP01261,2019-09-02,Marketing,Campaign Manager,34,4758881.0,4.704262584080675,+91-7490898845,True,EMP00066
EMP01049,2018-04-14,HR,HR Analyst,27,1873268.0,2.28475159663832,+91-8364145707,True,EMP00086
EMP01349,2017-10-10,Sales,VP Sales,39,2938496.0,4.311432142893673,+91-7107396718,True,EMP00185
EMP01051,2018-04-04,Sales,Sales Manager,35,936888.0,3.374178225478986,+91-7486228070,True,EMP00044
EMP01287,2021-01-03,HR,VP HR,48,4764151.0,2.217653391348576,25054615,True,EMP00045
EMP00345,2024-11-18,Finance,Manager,26,3756067.0,3.4542286642714832,+91-8273168215,True,EMP00105
EMP00440,2021-04-23,HR,VP HR,41,1158743.0,3.388738756260044,+91-9013371185,True,EMP00194
EMP00669,2023-11-26,Marketing,Marketing Analyst,24,3994807.0,3.744378430362807,+91-9011399433,False,EMP00168
EMP00908,2017-12-10,Sales,SDR,30,155301.66666666666,2.9298941909692076,+91-9971531228,True,EMP00151
EMP00583,2025-09-13,Operations,COO,25,3331268.0,3.2383364401605856,+91-9706331195,True,EMP00050
EMP00794,2018-11-20,HR,VP HR,41,891846.0,4.360476511865753,+91-8843339080,True,
EMP00887,2019-06-20,Sales,Account Executive,29,3168532.0,3.1983308695605954,+91-9092699909,True,
EMP00866,2025-09-25,Marketing,Campaign Manager,26,306876.1666666667,3.2161512570049786,+91-8166982779,True,EMP00091
EMP00561,2020-12-18,Marketing,Campaign Manager,26,2760627.0,2.2507463456931305,+91-7798681292,True,EMP00088
EMP00932,2017-03-01,Marketing,Campaign Manager,29,1897674.0,4.596960772579519,+91-9150381883,False,EMP00138
EMP00675,2019-12-13,HR,HRBP,52,3018377.0,3.7959453421913314,+91-8782392028,True,EMP00189
EMP00487,2025-09-10,HR,HRBP,49,2485307.0,4.9689114526108495,+91-7343094073,False,EMP00034
EMP00423,2020-02-14,Finance,Director,34,777451.0,2.589043461772012,+91-9829499676,True,EMP00088
EMP01111,2017-09-01,Marketing,Marketing Analyst,46,2612173.0,2.0813536041108276,+91-8982803074,True,
EMP01034,2017-11-23,HR,HRBP,49,4378697.0,,+91-9823666676,True,EMP00106
EMP00278,2018-01-18,Engineering,SDE I,35,4519790.0,2.1427857841841047,+91-7939020755,True,EMP00198
EMP01213,2023-04-18,Sales,VP Sales,37,4416438.0,,+91-9355642205,True,EMP00117
EMP01204,2022-02-27,Sales,Sales Manager,38,530694.0,2.8262397288631638,+91-7236302422,True,EMP00004
EMP00788,2026-05-07,Engineering,SDE II,23,2923898.0,3.120908249550321,+91-8235471376,True,EMP00185
EMP00237,2021-03-10,HR,HR Analyst,33,1518400.0,2.426130375835796,+91-8025911831,True,EMP00133
EMP01360,2020-03-15,Marketing,CMO,23,1759224.0,2.2152972193633484,+91-8421695642,True,EMP00160
EMP01305,2021-06-01,Sales,VP Sales,29,4188623.0,4.4837419942382155,+91-8953793261,True,EMP00027
EMP00423,2020-02-14,Finance,Director,34,777451.0,2.589043461772012,+91-9829499676,True,EMP00088
EMP00799,2024-11-18,Sales,Account Executive,48,1332179.0,4.27749460287309,+91-8727244473,True,EMP00045
EMP01081,2016-12-09,Marketing,Campaign Manager,33,2905892.0,2.898571371078228,+91-8559654271,True,EMP00051
EMP00209,2025-11-12,HR,HRBP,33,2164901.0,2.5610138789199093,+91-9952765913,True,EMP00151
EMP00406,2017-04-24,Engineering,Senior SDE,50,1643971.0,2.289754734489614,+91-8921940208,True,EMP00128
EMP00439,2017-11-07,Sales,VP Sales,37,4409741.0,2.888632433806663,+91-7345164671,True,EMP00060
EMP01299,2023-10-04,Marketing,Campaign Manager,31,3768729.0,3.062763278016933,+91-9680045357,False,EMP00181
EMP00059,2020-10-15,Engineering,SDE II,22,3842518.0,3.325767636123853,,False,EMP00186
EMP00737,2019-12-07,Finance,Manager,45,293931.4166666667,3.0787260411109836,+91-8473040682,True,EMP00157
EMP01334,2023-07-04,Finance,Senior Analyst,43,3439743.0,3.909132173561041,+91-7345395410,False,EMP00067
EMP00846,2021-04-17,Engineering,SDE I,24,1321654.0,3.5484864400589373,+91-9055071483,True,EMP00002
EMP01215,2021-10-05,Sales,Account Executive,27,2596175.0,4.120379777446436,+91-7519784217,True,EMP00013
EMP00622,2019-10-28,Finance,Senior Analyst,49,4357135.0,4.473439066210092,+91-7844212425,False,EMP00084
EMP00775,2020-03-04,Engineering,SDE I,44,4638550.0,4.977963197297498,10058007,True,EMP00054
EMP01260,2019-12-17,Finance,Analyst,25,3325422.0,,14263510,True,EMP00140
EMP00859,2021-09-10,Engineering,Senior SDE,49,1979270.0,2.1416469233455246,+91-8168510189,True,EMP00007
EMP01413,2023-08-20,Sales,SDR,40,132078.5,2.8646547884945206,+91-8236386605,True,EMP00109
EMP00553,2024-01-01,Operations,Ops Analyst,45,3501215.0,3.4522948944264997,+91-8780963565,True,EMP00176
EMP00618,2020-09-09,Sales,SDR,29,1692956.0,4.494572849179183,+91-7550927560,True,EMP00085
EMP01201,2020-02-28,HR,HR Analyst,49,3343045.0,,+91-8617988558,True,EMP00127
EMP01313,2022-03-01,Finance,Senior Analyst,56,1829274.0,2.7118234676889266,+91-9000205557,True,EMP00159
EMP00757,2018-03-13,Operations,Ops Manager,41,2926496.0,4.538812337564987,+91-9585599638,True,EMP00054
EMP00234,2023-02-23,Finance,Senior Analyst,28,2477699.0,3.175104838816528,+91-7126142373,True,EMP00063
EMP00911,2016-10-14,Sales,VP Sales,31,1188285.0,,+91-7413931839,True,EMP00141
EMP00197,2018-01-27,Sales,VP Sales,23,4122396.0,4.931895085221024,+91-7687798726,True,EMP00071
EMP00716,2020-08-24,Engineering,SDE II,52,956726.0,2.8420906758232194,+91-9556820034,True,EMP00071
EMP01312,2025-09-06,Engineering,Senior SDE,27,1727337.0,3.1554295589388395,+91-8856101894,True,EMP00138
EMP00082,2021-12-12,Sales,VP Sales,34,1002144.0,4.746833565936341,+91-8321101698,False,EMP00191
EMP00317,2019-11-13,Engineering,SDE II,35,1818548.0,3.471997310717712,+91-9967670321,True,EMP00160
EMP01037,2023-05-11,Engineering,Staff SDE,52,447889.0,4.843832622219138,+91-8530277838,True,EMP00038
EMP01203,2024-05-29,Engineering,SDE II,43,4231712.0,2.9744215065191013,67003746,False,EMP00112
EMP00112,2023-11-14,Finance,Analyst,23,73241.25,2.3860040682385772,+91-7153029164,True,EMP00070
EMP01329,2023-09-20,Finance,Director,45,4192220.0,3.130227440807673,+91-7420906466,True,EMP00030
EMP00843,2021-04-03,Sales,SDR,56,4847142.0,2.604402501302439,+91-8697129938,True,EMP00105
EMP01319,2017-01-20,Sales,VP Sales,53,890165.0,3.849791868039771,+91-8133584878,True,EMP00022
EMP00428,2018-08-30,Finance,Senior Analyst,45,1280634.0,3.585256062071035,+91-9469489801,False,EMP00069
EMP01318,2025-08-22,Marketing,Marketing Analyst,23,1909233.0,,,True,EMP00014
EMP01436,2024-12-06,Engineering,Senior SDE,39,819807.0,3.904604473536006,+91-8060715580,True,EMP00112
EMP00702,2024-11-30,HR,HRBP,23,2836977.0,3.45790172406606,+91-9551113646,False,EMP00155
EMP00311,2020-01-13,Finance,Senior Analyst,44,1903034.0,4.474298378960161,+91-7811275682,True,
EMP00715,2023-04-27,Marketing,CMO,45,308778.25,2.4144852021815635,+91-7893242979,True,EMP00054
EMP00434,2026-04-15,Engineering,SDE I,39,3336695.0,,+91-9382848502,True,EMP00078
EMP00807,2025-09-11,Sales,SDR,48,1633243.0,4.935348918686762,+91-9504883585,True,EMP00161
EMP00479,2018-03-30,Operations,COO,39,2546851.0,2.197622203868248,+91-8400567396,True,EMP00028
EMP01156,2022-06-20,Engineering,SDE I,53,1667650.0,2.516064546624445,+91-7536027014,True,EMP00082
EMP00979,2018-03-08,Operations,COO,47,2322049.0,2.910194373429198,+91-8493912139,True,EMP00096
EMP01178,2018-10-28,Sales,VP Sales,46,4540992.0,3.347203814828218,+91-7739020803,True,EMP00121
EMP00310,2024-10-25,Engineering,Staff SDE,22,382778.5,4.380167772081221,+91-9285190004,True,EMP00154
EMP00555,2024-07-10,Sales,SDR,36,2069289.0,,+91-7628580291,True,EMP00192
EMP00452,2021-09-22,Finance,Analyst,41,2630779.0,,+91-7133479734,True,EMP00154
EMP00381,2017-03-06,Finance,Manager,44,1514028.0,3.884177997971831,+91-9047564587,True,EMP00184
EMP00905,2024-07-13,HR,HR Analyst,34,4698921.0,,65142871,True,EMP00125
EMP00545,2024-09-05,Engineering,Staff SDE,56,1526936.0,3.275424141926166,+91-8510824089,True,EMP00011
EMP01014,2020-01-30,Marketing,Marketing Analyst,39,1668088.0,2.2901108670490014,+91-7315754352,True,EMP00040
EMP00848,2019-05-20,Operations,Ops Analyst,49,2722839.0,2.682428044658987,+91-9574242786,False,EMP00077
EMP00706,2022-06-30,Sales,VP Sales,50,3597104.0,2.8909046342501705,+91-7716137839,True,EMP00184
EMP01058,2026-05-30,Sales,SDR,56,40840.0,,25277513,True,EMP00134
EMP01035,2017-07-16,HR,HR Analyst,52,3379464.0,2.7899603636353856,+91-9273247107,True,EMP00053
EMP00818,2019-02-05,Operations,COO,54,4479469.0,2.3129805805729013,+91-7792637130,True,EMP00116
EMP00495,2022-06-04,Operations,Ops Manager,49,3977200.0,2.1517904436153583,+91-8161935366,True,EMP00034
EMP00255,2026-06-23,HR,HR Manager,52,1889400.0,2.8776992649321795,+91-7482252484,True,EMP00013
EMP00323,2025-09-11,Finance,Senior Analyst,36,2739655.0,4.770829504472142,+91-7145024064,True,EMP00176
EMP01290,2026-03-23,Marketing,Marketing Analyst,25,2678447.0,4.066188758794143,+91-7322687483,True,EMP00191
EMP01228,2018-09-14,Finance,Manager,37,3216464.0,4.0709450096706465,+91-8014750409,False,EMP00028
EMP00452,2021-09-22,Finance,Analyst,41,2630779.0,,+91-7133479734,True,EMP00154
EMP01467,2017-12-20,HR,VP HR,34,3472651.0,2.427750362270674,+91-8789015267,True,EMP00067
EMP00988,2026-07-12,Engineering,Staff SDE,49,100018.0,3.275302595441798,,True,EMP00134
EMP01234,2020-05-19,HR,VP HR,50,4681856.0,4.014272774577002,+91-9273070232,True,EMP00113
EMP01011,2019-09-27,Sales,Sales Manager,56,1917714.0,4.74160646354881,+91-7419681970,True,EMP00089
EMP01099,2025-04-07,Marketing,CMO,27,1598755.0,2.99942355050244,+91-9881267876,True,EMP00168
EMP00087,2021-12-28,Sales,SDR,51,2739643.0,4.7283838392955655,+91-9315423957,True,EMP00035
EMP01477,2017-10-02,Sales,Account Executive,37,3774067.0,2.867244666501412,+91-7227544090,True,
EMP00366,2024-12-28,Marketing,Campaign Manager,57,4910392.0,2.8193133868868094,+91-7418294107,True,EMP00085
EMP00266,2017-03-04,Engineering,SDE I,50,3726870.0,2.470504882659348,+91-8698320961,True,EMP00105
EMP00288,2017-06-28,HR,VP HR,39,261697.5,3.255110142639813,+91-9566767760,True,EMP00154
EMP00865,2018-07-07,Sales,Sales Manager,36,677101.0,2.0686926328207664,+91-7633274150,True,EMP00142
EMP00359,2017-12-28,Finance,Analyst,24,2320827.0,3.426351815792704,+91-9018967738,True,
EMP00544,2026-06-30,Finance,Senior Analyst,22,250790.08333333334,4.345954234526574,+91-9828304718,True,EMP00028
EMP01175,2025-11-03,Finance,Director,55,467536.0,2.40462128021041,+91-7834096754,True,EMP00001
EMP00902,2024-10-24,Marketing,CMO,36,916610.0,3.8854217996173666,+91-8989478575,True,EMP00138
EMP00469,2024-02-17,Sales,Account Executive,55,456988.0,3.01698431867961,+91-8446239337,True,
EMP01107,2024-12-17,HR,HRBP,54,4400326.0,4.93603786221481,+91-7343942265,True,EMP00135
EMP00222,2022-04-16,Sales,SDR,41,2844980.0,2.1002012471210074,77207073,True,EMP00081
EMP00114,2021-06-07,Marketing,Marketing Analyst,52,1136846.0,3.204185373852404,,True,EMP00144
EMP01080,2021-03-13,Finance,Manager,42,1883687.0,4.409683275019449,+91-9603590080,True,EMP00148
EMP01472,2018-09-28,Engineering,Senior SDE,55,4433914.0,3.4625048722637004,+91-8023874058,False,EMP00006
EMP00175,2019-12-28,Marketing,Campaign Manager,41,478788.0,2.1861952178782205,+91-8809794748,True,EMP00078
EMP01471,2025-01-10,Sales,SDR,39,4064243.0,2.094793103596899,28823278,True,EMP00049
EMP01188,2021-01-07,Sales,SDR,24,51346.916666666664,3.448827650077189,+91-9951805769,False,EMP00194
EMP01286,2016-12-03,Engineering,Staff SDE,34,1690852.0,2.0151865003954237,+91-8520964658,True,EMP00060
EMP01224,2024-06-28,Finance,Analyst,36,1527984.0,4.456456592064318,+91-8438190110,False,EMP00147
EMP00019,2019-04-09,HR,VP HR,43,3797657.0,3.904424563441113,+91-7519620267,True,EMP00027
EMP01297,2024-03-21,Marketing,Marketing Analyst,30,4902967.0,2.9913287049950776,+91-7342032315,True,EMP00199
EMP00286,2022-09-16,Engineering,Staff SDE,35,268489.3333333333,4.017718224725927,+91-7448435430,True,EMP00035
EMP00939,2024-11-19,Engineering,SDE II,42,2718633.0,2.6855882399669606,+91-7464387383,True,
EMP00426,2017-06-03,Marketing,Marketing Analyst,28,2736849.0,3.5527248084589615,+91-9363813568,True,EMP00158
EMP01245,2023-02-18,Sales,VP Sales,35,2858299.0,4.11644851941686,+91-7722293042,True,EMP00040
EMP00032,2018-04-17,Engineering,SDE I,28,624943.0,3.686021632607902,+91-7536036560,True,EMP00170
EMP00894,2021-11-30,Engineering,SDE I,46,1824964.0,,+91-7651238880,True,EMP00175
EMP00211,2023-03-22,Sales,SDR,36,3793343.0,2.0458508307666907,21018675,True,EMP00098
EMP00576,2017-10-03,Engineering,SDE II,48,1380538.0,,+91-7813095740,True,EMP00091
EMP00215,2016-10-27,Operations,COO,31,4503190.0,3.2998879015001616,+91-8936363589,True,EMP00133
EMP00586,2017-09-30,Operations,Ops Manager,44,4502760.0,3.371446892642938,+91-8239117949,True,EMP00091
EMP00999,2023-06-04,Sales,VP Sales,50,3583174.0,,+91-7089920625,True,EMP00022
EMP00480,2020-06-12,Engineering,Staff SDE,55,614487.0,,+91-8334765646,True,
EMP01068,2020-05-31,Operations,Ops Manager,26,2916260.0,,+91-8279365068,True,EMP00169
EMP01221,2025-01-30,Sales,Sales Manager,57,566467.0,3.412379244469106,+91-8529717059,True,EMP00109
EMP00811,2022-02-20,Sales,VP Sales,28,2749351.0,3.0390348154333626,+91-9207616765,True,EMP00112
EMP00189,2017-04-09,Engineering,Staff SDE,50,259591.41666666666,4.7666604600865945,+91-7430748453,False,EMP00002
EMP00355,2019-01-15,HR,VP HR,39,1251060.0,2.634078808182947,+91-7253956873,True,EMP00069
EMP01150,2025-12-19,Operations,Ops Analyst,38,4552120.0,4.348630542430083,+91-9321340187,True,EMP00130
EMP01209,2025-03-06,Marketing,Campaign Manager,47,3504319.0,3.906363670675395,+91-9338833484,True,EMP00086
EMP00148,2026-03-02,Finance,Manager,38,2586208.0,4.263883042818129,+91-9457248142,False,EMP00175
EMP01470,2024-10-15,Marketing,CMO,31,394645.0833333333,2.910574259059736,+91-8354303535,True,EMP00103
EMP01069,2025-10-14,Engineering,Staff SDE,36,1245829.0,4.366547173332544,+91-9742438922,True,EMP00092
EMP00084,2020-02-09,Sales,Sales Manager,45,4190571.0,4.087386259631252,+91-7672555757,True,EMP00071
EMP00723,2017-10-12,HR,HRBP,29,2115956.0,2.747185326857223,+91-7257234079,True,EMP00134
EMP00049,2026-04-26,Engineering,Staff SDE,38,527831.0,2.8149617654803114,+91-8006559823,True,EMP00060
EMP01160,2020-12-22,Finance,Senior Analyst,53,2432675.0,4.298565900807556,,True,EMP00117
EMP00156,2025-03-09,HR,HRBP,29,3361094.0,2.8045569073054457,+91-9564312103,True,EMP00096
EMP00454,2024-09-18,Engineering,SDE I,45,3460416.0,2.380320751260678,+91-9425366700,True,EMP00107
EMP01186,2021-01-17,HR,HRBP,53,1091197.0,2.7465176025192375,+91-7360353725,True,EMP00140
EMP00990,2017-12-31,Marketing,Campaign Manager,24,2982250.0,4.789689064070859,+91-8836774399,True,EMP00010
EMP01095,2025-01-16,Engineering,SDE I,24,4067853.0,4.041479585807707,+91-9013226812,True,EMP00160
EMP00874,2017-10-06,Engineering,SDE II,27,4727496.0,4.562972564095492,+91-7888088876,True,EMP00072
EMP01280,2018-08-30,Finance,Senior Analyst,45,1177182.0,4.785471334200274,+91-8454465093,True,EMP00098
EMP01392,2020-06-10,Finance,Senior Analyst,57,1559482.0,4.0483966334202375,+91-8506323905,True,EMP00003
EMP01498,2019-06-10,Engineering,Staff SDE,47,4756331.0,,26050872,False,EMP00075
EMP00180,2026-02-28,Sales,SDR,56,575670.0,2.931363200302418,+91-8021183409,True,EMP00149
EMP01192,2024-02-20,Engineering,Senior SDE,31,3554860.0,3.6858314853727814,+91-7348686224,True,EMP00134
EMP01064,2020-06-02,Sales,VP Sales,25,879075.0,4.581034918991673,+91-7032529245,False,EMP00045
EMP01491,2025-01-22,Engineering,SDE II,35,3534819.0,4.852678109912938,+91-8807708906,True,EMP00043
EMP01256,2019-12-30,HR,VP HR,52,2901715.0,2.908985972786125,47411644,True,EMP00033
EMP01194,2019-02-16,Operations,COO,56,3169608.0,3.7007527414486794,+91-9672400434,True,EMP00138
EMP00364,2020-07-18,Finance,Director,37,800159.0,3.259770131125512,+91-9232963469,True,EMP00136
EMP00427,2021-07-16,HR,HRBP,25,2095729.0,2.1589372444445525,,True,
EMP01337,2022-12-02,Engineering,Staff SDE,33,4983680.0,2.828576817653781,+91-9093473357,False,EMP00089
EMP01248,2024-09-04,Engineering,Staff SDE,27,2416049.0,2.339436653794988,+91-9788093796,True,EMP00060
EMP00347,2019-05-20,Sales,VP Sales,44,781442.0,2.779721179148984,+91-8282526181,True,EMP00193
EMP01282,2018-10-08,Engineering,SDE II,31,1224575.0,3.5073058591092785,43312065,False,EMP00107
EMP01289,2022-06-29,Marketing,Campaign Manager,48,2552634.0,2.577648723163879,+91-8109225082,True,EMP00134
EMP01394,2019-05-09,Marketing,Marketing Analyst,51,2984003.0,4.110162211513811,+91-9237645581,True,EMP00030
EMP00708,2017-12-12,Sales,SDR,54,4704667.0,2.884744649229968,+91-8949888082,True,
EMP01345,2023-08-01,Operations,COO,57,4069981.0,2.362907929303526,+91-8009459327,True,EMP00086
EMP00635,2020-01-07,Marketing,Marketing Analyst,53,2510245.0,3.729556343354621,+91-9479544643,True,EMP00023
EMP00766,2025-07-28,Finance,Analyst,41,2115981.0,2.435360395991914,+91-9116739384,True,EMP00057
EMP00680,2019-01-14,Finance,Director,34,1154068.0,,14626065,True,EMP00146
EMP00244,2021-07-14,Engineering,Senior SDE,27,3934642.0,3.828651969273666,+91-8675125485,True,EMP00134
EMP00870,2023-01-10,Engineering,SDE I,48,2252344.0,3.3786838164285147,+91-8520589914,True,EMP00024
EMP00579,2018-12-27,Engineering,Senior SDE,56,2031234.0,3.639013849332613,+91-8817791480,True,EMP00012
EMP01387,2024-03-08,Marketing,Campaign Manager,33,1753905.0,3.800040664661912,+91-8856820619,True,EMP00178
EMP01079,2021-03-09,Sales,Account Executive,51,2384271.0,3.351025390764126,+91-8865565904,True,EMP00008
EMP00963,2023-11-20,Engineering,Staff SDE,56,4813541.0,3.3072222560554345,+91-8820293106,True,EMP00043
EMP00472,2024-02-26,HR,HR Manager,26,1621446.0,3.7608817370389622,+91-7947029488,True,EMP00095
EMP00436,2022-06-04,Finance,Director,40,1768507.0,4.693939707017229,84437762,True,EMP00051
EMP01476,2016-12-08,Finance,Manager,45,2082684.0,3.9427103582484886,+91-8990661747,True,
EMP00589,2026-05-01,Engineering,SDE II,30,4628044.0,2.0343048162767783,+91-8064220881,False,EMP00012
EMP00309,2024-03-24,Sales,SDR,42,3251266.0,4.815604622166683,,True,EMP00154
EMP01433,2023-11-14,Marketing,Marketing Analyst,38,1338062.0,4.86525674709151,+91-9842789721,True,EMP00163
EMP00431,2017-05-22,Marketing,CMO,24,3859106.0,,53003733,True,EMP00068
EMP01030,2018-08-30,Finance,Analyst,22,1858912.0,2.462412389161073,20226434,True,EMP00163
EMP00399,2025-03-05,Engineering,Staff SDE,53,4095959.0,4.269434174853506,+91-7047627166,True,EMP00003
EMP00424,2017-11-22,Sales,Account Executive,44,4800849.0,4.1732654573249945,+91-7118735393,True,EMP00135
EMP00371,2022-05-18,Operations,COO,55,1939568.0,2.5336903891682856,14433021,True,EMP00170
EMP00055,2017-02-06,Sales,Account Executive,50,2684393.0,2.803575734272944,+91-7348125879,True,EMP00082
EMP01453,2016-09-18,Engineering,SDE I,33,1813584.0,4.573478885614194,+91-8639950025,True,EMP00134
EMP00600,2022-07-03,Finance,Senior Analyst,32,4631269.0,4.013533320612799,+91-9578526395,True,EMP00140
EMP00614,2024-03-02,Engineering,Senior SDE,32,4356601.0,3.5254846014418586,+91-7172343917,True,EMP00136
EMP00313,2017-07-05,HR,VP HR,30,586016.0,2.286903927769776,+91-7019643575,True,EMP00020
EMP00965,2018-01-04,Finance,Senior Analyst,24,3766902.0,3.1667632949950053,+91-8350173914,True,EMP00167
EMP00998,2022-07-29,HR,HRBP,48,3286694.0,4.597146975305334,+91-9153843537,True,EMP00060
EMP01273,2025-07-11,Operations,Ops Manager,34,2006732.0,3.239987159586306,+91-9632113810,True,EMP00081
EMP00110,2024-08-24,Sales,Account Executive,51,1571815.0,2.2691387720503697,+91-7535570032,True,EMP00104
EMP00662,2018-01-01,Engineering,Senior SDE,45,3109233.0,4.990990188779682,+91-9467180099,True,EMP00169
EMP00744,2022-08-15,Marketing,Campaign Manager,56,663650.0,4.685044627386633,+91-7771506673,True,EMP00032
EMP00101,2020-08-04,Marketing,Marketing Analyst,39,3926459.0,4.960549076606293,+91-8314153053,True,EMP00102
EMP00539,2021-11-04,Marketing,Campaign Manager,36,4024242.0,4.6737012546576935,+91-9640721822,True,EMP00153
EMP00721,2024-04-21,Finance,Director,51,3144481.0,4.242281587217222,+91-9670169086,True,EMP00190
EMP01431,2024-08-23,Sales,VP Sales,46,34820.416666666664,4.931766548731683,+91-9434399742,True,EMP00148
EMP00267,2023-07-17,Engineering,SDE II,46,4902052.0,4.449378533199168,+91-9961473487,True,EMP00005
EMP01047,2024-08-07,HR,HR Manager,44,2159458.0,4.125116652017938,+91-8945512375,True,EMP00112
EMP00297,2022-02-09,Engineering,SDE I,50,2399277.0,4.671487321894256,+91-8672727769,True,EMP00178
EMP01108,2017-02-15,HR,VP HR,26,1671498.0,3.3016098365194275,14111234,False,EMP00041
EMP00462,2022-02-04,HR,VP HR,51,609708.0,3.62062097952448,23132030,True,EMP00024
EMP01076,2025-09-20,HR,HRBP,55,985047.0,3.999063281297987,+91-9098616379,True,EMP00175
EMP01032,2018-07-02,Finance,Senior Analyst,49,4813951.0,3.62217468902549,58680717,True,EMP00042
EMP01416,2025-06-04,HR,HR Analyst,36,1518932.0,2.559266016116211,+91-7015337538,True,EMP00193
EMP00378,2019-03-25,Sales,SDR,50,4194890.0,4.567000025787053,+91-9566520435,True,EMP00089
EMP00287,2022-11-22,HR,HRBP,28,3043620.0,,+91-9987375823,True,EMP00086
EMP01496,2022-08-06,Engineering,SDE II,31,3915501.0,2.626732171034545,,False,EMP00088
EMP01001,2025-06-22,Sales,VP Sales,48,2892983.0,3.3070784670100304,+91-8018576802,True,EMP00012
EMP00127,2019-04-03,Sales,SDR,31,4081636.0,3.997494356503767,+91-9987419395,True,EMP00153
EMP00328,2026-05-08,Sales,VP Sales,35,1054496.0,2.183249874547588,16750586,True,EMP00145
EMP00293,2025-07-31,Marketing,Marketing Analyst,51,4091306.0,,,True,EMP00151
EMP00591,2023-12-10,Sales,Account Executive,46,82300.0,,+91-7313736231,False,EMP00060
EMP00925,2021-01-14,Finance,Director,29,1305175.0,4.381677162186794,+91-9468105039,True,EMP00139
EMP00529,2018-03-28,Marketing,CMO,36,2963104.0,3.1565237953057794,37648548,True,EMP00068
EMP01132,2024-04-03,HR,VP HR,50,2827135.0,3.6887337837159815,+91-7952145079,False,EMP00080
EMP00356,2023-04-23,Marketing,Marketing Analyst,42,239529.08333333334,4.651107942271106,+91-9223867585,True,
EMP01423,2018-01-05,Engineering,Staff SDE,56,4632489.0,,+91-8322616033,True,EMP00031
EMP01270,2023-12-14,Sales,VP Sales,33,2617148.0,4.659457247411145,+91-8462119860,True,
EMP00171,2018-05-05,Marketing,CMO,55,1459807.0,2.6936656612775547,+91-9251247716,False,EMP00141
EMP01028,2017-12-29,Sales,Sales Manager,37,4592117.0,2.6434583875980344,+91-8546167414,False,EMP00107
EMP01199,2020-06-18,HR,HR Manager,46,2622263.0,2.45676756503471,+91-7786542956,True,EMP00043
EMP00671,2020-02-21,Finance,Manager,44,4857104.0,4.193425993334708,+91-9917701847,True,EMP00032
EMP01151,2019-06-12,Engineering,Senior SDE,45,39579.0,2.020409862709103,+91-8396460441,True,EMP00076
EMP01320,2022-12-09,Sales,VP Sales,46,477697.0,2.656996356804082,+91-8450302999,True,EMP00022
EMP00210,2023-10-13,Operations,Ops Manager,28,4050686.0,4.446203803542024,+91-8563446131,False,
EMP00915,2019-04-09,Operations,COO,35,600762.0,4.738583055343033,+91-8849067354,False,EMP00132
EMP01143,2020-07-20,Engineering,SDE II,50,4805271.0,2.6231058168990016,+91-9516764924,True,EMP00141
EMP00141,2020-05-02,Operations,Ops Manager,24,3281852.0,2.4850509754660464,+91-8555664146,False,EMP00102
EMP01122,2019-03-30,Operations,Ops Manager,48,2858909.0,4.175234142516004,+91-9936932749,True,
EMP01055,2017-01-17,Sales,SDR,41,3922868.0,2.7290058634866985,+91-9755121162,True,EMP00043
EMP01114,2018-05-25,Sales,Sales Manager,38,89162.16666666667,4.318475613840914,+91-8274213236,True,EMP00055
EMP01237,2018-09-15,Engineering,Staff SDE,31,4856072.0,,+91-8066325613,True,EMP00051
EMP01243,2024-11-11,Sales,Account Executive,55,3254368.0,3.5184577073645373,,True,EMP00132
EMP01088,2018-05-27,Sales,Sales Manager,54,4214983.0,4.6362612584270755,+91-8998607633,True,EMP00102
EMP01218,2026-04-07,Engineering,Senior SDE,29,4295420.0,4.343582499183331,,True,EMP00185
